path,example_value,type,MIO=keep in EcoTaxa,Lotty=keep in EcoTaxa,CEFAS=keep in EcoTaxa,SYKE=keep in EcoTaxa,LOG =keep in EcoTaxa,explanation,Comments
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisablePMTTempSensor,FALSE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableSystemTempSensor,FALSE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableSheathTempSensor,FALSE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableAbsPressureSensor,FALSE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableDiffPressureSensor,FALSE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableExtPressureSensor,FALSE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableFTDISensorBoard,FALSE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableMainPowerSensor,FALSE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableChargerPowerSensor,FALSE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableBatteryPowerSensor,FALSE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableExtBatteryPowerSensor,FALSE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableEmbeddedPcPowerSensor,FALSE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableLaser1PowerSensor,FALSE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableLaser2PowerSensor,TRUE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableSparePowerSensor,TRUE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableAnalogExtBatteryPowerSensor,FALSE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableWaterSensor,FALSE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableLaser1Sensor,FALSE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableLaser2Sensor,FALSE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableSheathFlowSensor,FALSE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableSheathSpeedSensor,FALSE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableParticleRateSensor,FALSE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.EnableChargerWhenLaser,FALSE,[b],False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.EnableStabilitizer,FALSE,[b],False,False,FALSE,False,False,Run the watchdog to check that CytoUsb is still running the scheduled measurements.,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.EnableAutoStart,FALSE,[b],False,False,FALSE,False,False,Start CytoUsb automatically when the user logs in.,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ErrorAction,1,[f],False,False,FALSE,False,False,"If an error happens should CytoUsb ignore it, restart CytoUsb or restart the computer.",
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.LowerTabPage,0,[f],False,False,FALSE,False,False,Not used.,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.Mode,0,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.AutoScale,TRUE,[b],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateOneParticle,50,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateBlock,100,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.ParticleBuffer,1000,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.NumberOfDrawParticlesInBlockMode,100,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.Mode,0,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.AutoScale,TRUE,[b],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateOneParticle,50,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateBlock,100,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.ParticleBuffer,1000,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.NumberOfDrawParticlesInBlockMode,100,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.Mode,0,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.AutoScale,TRUE,[b],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateOneParticle,50,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateBlock,100,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.ParticleBuffer,1000,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.NumberOfDrawParticlesInBlockMode,100,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.Mode,0,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.AutoScale,TRUE,[b],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateOneParticle,50,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateBlock,100,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.ParticleBuffer,1000,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.NumberOfDrawParticlesInBlockMode,100,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.Mode,0,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.AutoScale,TRUE,[b],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateOneParticle,50,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateBlock,100,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.ParticleBuffer,1000,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.NumberOfDrawParticlesInBlockMode,100,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.Mode,0,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.AutoScale,TRUE,[b],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateOneParticle,50,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateBlock,100,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.ParticleBuffer,1000,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.NumberOfDrawParticlesInBlockMode,100,[f],False,False,FALSE,False,False,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.AutoScale,TRUE,[b],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.RefreshRate,300,[f],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.ParticleBuffer,1000,[f],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.DotSize,3,[f],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.AutoScale,TRUE,[b],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.RefreshRate,300,[f],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.ParticleBuffer,1000,[f],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.DotSize,3,[f],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.AutoScale,TRUE,[b],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.RefreshRate,300,[f],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.ParticleBuffer,1000,[f],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.DotSize,3,[f],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.AutoScale,TRUE,[b],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.RefreshRate,300,[f],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.ParticleBuffer,1000,[f],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.DotSize,3,[f],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.AutoScale,TRUE,[b],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.RefreshRate,300,[f],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.ParticleBuffer,1000,[f],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.DotSize,3,[f],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.AutoScale,TRUE,[b],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.RefreshRate,300,[f],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.ParticleBuffer,1000,[f],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.DotSize,3,[f],False,False,FALSE,False,False,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.PMTLevelPresets1,SzdLS0tLS1A=,[t],False,False,FALSE,False,False,Values for the low/medium/high sensitivity settings for the PMTs,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.PMTLevelPresets2,VTxVVVVVVVo=,[t],False,False,FALSE,False,False,Values for the low/medium/high sensitivity settings for the PMTs,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.PMTLevelPresets3,X0FfX19fX2Q=,[t],False,False,FALSE,False,False,Values for the low/medium/high sensitivity settings for the PMTs,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.Protocol,1,[f],False,False,FALSE,False,False,remote settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.WindowsShare,,[f],False,False,FALSE,False,False,remote settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.DestinationFolder,,[f],False,False,FALSE,False,False,remote settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.LimitBandwidth,FALSE,[b],False,False,FALSE,False,False,remote settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.IifFileSync,0,[f],False,False,FALSE,False,False,remote settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.BandWidth,1000,[f],False,False,FALSE,False,False,remote settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.CustomServerAddress,,[f],False,False,FALSE,False,False,remote settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.Port,0,[f],False,False,FALSE,False,False,remote settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.DelayShutdown,FALSE,[b],False,False,FALSE,False,False,remote settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.MaxDelayTime,00:10:00,[d],False,False,FALSE,False,False,remote settings,
instrument.measurementSettings.CytoSettings.CytoSettings.State1SubModeTime,15,[f],False,False,FALSE,False,False,"Some timings for the deep sub protocol of filling the sampling loop, flushing, etc.",
instrument.measurementSettings.CytoSettings.CytoSettings.State2SubModeTime,60,[f],False,False,FALSE,False,False,"Some timings for the deep sub protocol of filling the sampling loop, flushing, etc.",
instrument.measurementSettings.CytoSettings.CytoSettings.State3SubModeTime,50,[f],False,False,FALSE,False,False,"Some timings for the deep sub protocol of filling the sampling loop, flushing, etc.",
instrument.measurementSettings.CytoSettings.CytoSettings.FixSamplePumpPosition,FALSE,[b],False,False,FALSE,False,False,"""Always start measuremet at same position"". After the preconcentration rotate the sample pump so it will always start measuring just after a sample pump wheel.  ",
instrument.measurementSettings.CytoSettings.CytoSettings.iif.release.ReleaseDate,2012-07-30 00:00:00,[d],False,False,FALSE,False,False,Last change dat of that specific structure.,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.EnableRS232,TRUE,[b],False,False,FALSE,False,False,RS232 settings,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.RS232Baud,460800,[f],False,False,FALSE,False,False,RS232 settings,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.RS232Handshaking,1,[f],False,False,FALSE,False,False,RS232 settings,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Gain,0,[f],True,True,TRUE,True,False,image gain,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Brightness,0,[f],True,True,TRUE,True,False,image brightness (in %?),
instrument.measurementSettings.CytoSettings.CytoSettings.iif.ROITop,0,[f],True,True,TRUE,True,False,region of interest top,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.ROILeft,0,[f],True,True,TRUE,True,False,region of interest left,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.ROIWidth,1920,[f],True,True,TRUE,True,False,region of interest width,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.ROIHeight,1200,[f],True,True,TRUE,True,False,region of interest height ,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.HorizontalFlip,TRUE,[b],True,True,?,True,False,"These are fixed for all CytoSense, and different for XRr. Because of the positioning of the camera we need to flip the image so it matches the orientation of the pulse profile.",
instrument.measurementSettings.CytoSettings.CytoSettings.iif.VerticalFlip,FALSE,[b],True,True,?,True,False,"These are fixed for all CytoSense, and different for XRr. Because of the positioning of the camera we need to flip the image so it matches the orientation of the pulse profile.",
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Rotate,0,[f],False,True,FALSE,False,False,Not used.,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Compression,TRUE,[b],False,True,FALSE,False,False,"Not used, uncompressed is not an option.",
instrument.measurementSettings.CytoSettings.CytoSettings.iif.TriggerPositive,TRUE,[b],False,True,FALSE,False,False,Setting for electrical connection for the camera.,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraDelay,4450,[f],False,False,FALSE,True,False,camera delay (a.u.) -time between laser and picture shutter ,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraDelayOffset_us,0,[f],False,False,FALSE,True,False,camera delay offset,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.AutoCameraDelay,FALSE,[b],False,False,FALSE,False,False,auto camera delay,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraDelayFactor,1,[f],False,False,FALSE,False,False,,
