path,example_value,MIO=keep in EcoTaxa,Lotty=keep in EcoTaxa,CEFAS=keep in EcoTaxa,SYKE=keep in EcoTaxa,LOG =keep in EcoTaxa,explanation,Comments
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableValvePower,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableDSP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableBypass,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableExternalPinchValve,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableDeflatePinchValve,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableBeadsPinchValve,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ChannelVisualisationMode,1,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableCharger,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableValvedSamplingChamber,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableExternalPump,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableLaserTempSensor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisablePMTTempSensor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableSystemTempSensor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableSheathTempSensor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableAbsPressureSensor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableDiffPressureSensor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableExtPressureSensor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableFTDISensorBoard,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableMainPowerSensor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableChargerPowerSensor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableBatteryPowerSensor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableExtBatteryPowerSensor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableEmbeddedPcPowerSensor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableLaser1PowerSensor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableLaser2PowerSensor,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableSparePowerSensor,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableAnalogExtBatteryPowerSensor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableWaterSensor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableLaser1Sensor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableLaser2Sensor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableSheathFlowSensor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableSheathSpeedSensor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableParticleRateSensor,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.EnableChargerWhenLaser,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,peripherals in instrument settings (TRUE/FALSE),
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.EnableStabilitizer,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Run the watchdog to check that CytoUsb is still running the scheduled measurements.,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.EnableAutoStart,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Start CytoUsb automatically when the user logs in.,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ErrorAction,1,FALSE,FALSE,FALSE,FALSE,FALSE,"If an error happens should CytoUsb ignore it, restart CytoUsb or restart the computer.",
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.LowerTabPage,0,FALSE,FALSE,FALSE,FALSE,FALSE,Not used.,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.Mode,0,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.AutoScale,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateOneParticle,50,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateBlock,100,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.ParticleBuffer,1000,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.NumberOfDrawParticlesInBlockMode,100,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.Mode,0,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.AutoScale,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateOneParticle,50,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateBlock,100,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.ParticleBuffer,1000,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.NumberOfDrawParticlesInBlockMode,100,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.Mode,0,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.AutoScale,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateOneParticle,50,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateBlock,100,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.ParticleBuffer,1000,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.NumberOfDrawParticlesInBlockMode,100,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.Mode,0,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.AutoScale,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateOneParticle,50,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateBlock,100,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.ParticleBuffer,1000,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.NumberOfDrawParticlesInBlockMode,100,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.Mode,0,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.AutoScale,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateOneParticle,50,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateBlock,100,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.ParticleBuffer,1000,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.NumberOfDrawParticlesInBlockMode,100,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.Mode,0,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.AutoScale,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateOneParticle,50,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateBlock,100,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.ParticleBuffer,1000,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.NumberOfDrawParticlesInBlockMode,100,FALSE,FALSE,FALSE,FALSE,FALSE,graph settings ,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.AutoScale,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.RefreshRate,300,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.ParticleBuffer,1000,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.DotSize,3,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.AutoScale,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.RefreshRate,300,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.ParticleBuffer,1000,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.DotSize,3,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.AutoScale,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.RefreshRate,300,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.ParticleBuffer,1000,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.DotSize,3,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.AutoScale,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.RefreshRate,300,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.ParticleBuffer,1000,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.DotSize,3,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.AutoScale,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.RefreshRate,300,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.ParticleBuffer,1000,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.DotSize,3,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.AutoScale,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.RefreshRate,300,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.ParticleBuffer,1000,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.DotSize,3,FALSE,FALSE,FALSE,FALSE,FALSE,scatter settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.PMTLevelPresets1,SzdLS0tLS1A=,FALSE,FALSE,FALSE,FALSE,FALSE,Values for the low/medium/high sensitivity settings for the PMTs,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.PMTLevelPresets2,VTxVVVVVVVo=,FALSE,FALSE,FALSE,FALSE,FALSE,Values for the low/medium/high sensitivity settings for the PMTs,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.PMTLevelPresets3,X0FfX19fX2Q=,FALSE,FALSE,FALSE,FALSE,FALSE,Values for the low/medium/high sensitivity settings for the PMTs,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.Protocol,1,FALSE,FALSE,FALSE,FALSE,FALSE,remote settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.WindowsShare,,FALSE,FALSE,FALSE,FALSE,FALSE,remote settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.DestinationFolder,,FALSE,FALSE,FALSE,FALSE,FALSE,remote settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.LimitBandwidth,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,remote settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.IifFileSync,0,FALSE,FALSE,FALSE,FALSE,FALSE,remote settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.BandWidth,1000,FALSE,FALSE,FALSE,FALSE,FALSE,remote settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.CustomServerAddress,,FALSE,FALSE,FALSE,FALSE,FALSE,remote settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.Port,0,FALSE,FALSE,FALSE,FALSE,FALSE,remote settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.DelayShutdown,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,remote settings,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.RemoteSettings.MaxDelayTime,00:10:00,FALSE,FALSE,FALSE,FALSE,FALSE,remote settings,
instrument.measurementSettings.CytoSettings.CytoSettings.State1SubModeTime,15,FALSE,FALSE,FALSE,FALSE,FALSE,"Some timings for the deep sub protocol of filling the sampling loop, flushing, etc.",
instrument.measurementSettings.CytoSettings.CytoSettings.State2SubModeTime,60,FALSE,FALSE,FALSE,FALSE,FALSE,"Some timings for the deep sub protocol of filling the sampling loop, flushing, etc.",
instrument.measurementSettings.CytoSettings.CytoSettings.State3SubModeTime,50,FALSE,FALSE,FALSE,FALSE,FALSE,"Some timings for the deep sub protocol of filling the sampling loop, flushing, etc.",
instrument.measurementSettings.CytoSettings.CytoSettings.FixSamplePumpPosition,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"""Always start measuremet at same position"". After the preconcentration rotate the sample pump so it will always start measuring just after a sample pump wheel.  ",
instrument.measurementSettings.CytoSettings.CytoSettings.iif.release.ReleaseDate,2012-07-30 00:00:00,FALSE,FALSE,FALSE,FALSE,FALSE,Last change dat of that specific structure.,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.EnableRS232,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,RS232 settings,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.RS232Baud,460800,FALSE,FALSE,FALSE,FALSE,FALSE,RS232 settings,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.RS232Handshaking,1,FALSE,FALSE,FALSE,FALSE,FALSE,RS232 settings,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Gain,0,TRUE,TRUE,TRUE,TRUE,FALSE,image gain,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Brightness,0,TRUE,TRUE,TRUE,TRUE,FALSE,image brightness (in %?),
instrument.measurementSettings.CytoSettings.CytoSettings.iif.ROITop,0,TRUE,TRUE,TRUE,TRUE,FALSE,region of interest top,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.ROILeft,0,TRUE,TRUE,TRUE,TRUE,FALSE,region of interest left,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.ROIWidth,1920,TRUE,TRUE,TRUE,TRUE,FALSE,region of interest width,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.ROIHeight,1200,TRUE,TRUE,TRUE,TRUE,FALSE,region of interest height ,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.HorizontalFlip,TRUE,TRUE,TRUE,?,TRUE,FALSE,"These are fixed for all CytoSense, and different for XRr. Because of the positioning of the camera we need to flip the image so it matches the orientation of the pulse profile.",
instrument.measurementSettings.CytoSettings.CytoSettings.iif.VerticalFlip,FALSE,TRUE,TRUE,?,TRUE,FALSE,"These are fixed for all CytoSense, and different for XRr. Because of the positioning of the camera we need to flip the image so it matches the orientation of the pulse profile.",
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Rotate,0,FALSE,TRUE,FALSE,FALSE,FALSE,Not used.,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.Compression,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Not used, uncompressed is not an option.",
instrument.measurementSettings.CytoSettings.CytoSettings.iif.TriggerPositive,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Setting for electrical connection for the camera.,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraDelay,4450,FALSE,FALSE,FALSE,TRUE,FALSE,camera delay (a.u.) -time between laser and picture shutter ,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraDelayOffset_us,0,FALSE,FALSE,FALSE,TRUE,FALSE,camera delay offset,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.AutoCameraDelay,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,auto camera delay,
instrument.measurementSettings.CytoSettings.CytoSettings.iif.CameraDelayFactor,1,FALSE,FALSE,FALSE,FALSE,FALSE,,
