path,name,example_value,type,transform,MIO=keep in EcoTaxa,Lotty=keep in EcoTaxa,CEFAS=keep in EcoTaxa,SYKE=keep in EcoTaxa,LOG =keep in EcoTaxa,explanation,Comments,bioODV.subject,bioODV.object,bioODV.units
instrument.measurementSettings.CytoSettings.CytoSettings.PIC.DefaultSheathSpeed,DefaultSheathSpeed,"61,96078431",[d],"[extract_date_utc,extract_time_utc]",False,False,FALSE,False,False,"PIC Micro controller options, mostly indicates which sensors are present in the instrument and how they are connected.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.PIC.I2CPMTLevelControl,I2CPMTLevelControl,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,"PIC Micro controller options, mostly indicates which sensors are present in the instrument and how they are connected.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.PIC.ConcentrationCounter,ConcentrationCounter,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,"PIC Micro controller options, mostly indicates which sensors are present in the instrument and how they are connected.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.PIC.MultiSampler,MultiSampler,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,"PIC Micro controller options, mostly indicates which sensors are present in the instrument and how they are connected.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.PIC.DeHuiler,DeHuiler,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,"PIC Micro controller options, mostly indicates which sensors are present in the instrument and how they are connected.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.PIC.I2CFTDIPowerSwitch,I2CFTDIPowerSwitch,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,"PIC Micro controller options, mostly indicates which sensors are present in the instrument and how they are connected.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.PIC.WaterSensor,WaterSensor,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,"PIC Micro controller options, mostly indicates which sensors are present in the instrument and how they are connected.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.PIC.PICIIF,PICIIF,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,"PIC Micro controller options, mostly indicates which sensors are present in the instrument and how they are connected.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.PIC.CytoSelectorSettings.NumberOfTrays,NumberOfTrays,0,[f],None,False,False,FALSE,False,False,"PIC Micro controller options, mostly indicates which sensors are present in the instrument and how they are connected.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.PIC.CytoSelectorSettings.MotorPolarity,MotorPolarity,1,[f],None,False,False,FALSE,False,False,"PIC Micro controller options, mostly indicates which sensors are present in the instrument and how they are connected.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.PIC.CytoSelectorSettings.IsPresent,IsPresent,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,"PIC Micro controller options, mostly indicates which sensors are present in the instrument and how they are connected.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.PIC.Powerboard,Powerboard,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,"PIC Micro controller options, mostly indicates which sensors are present in the instrument and how they are connected.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.MultiSampler.PrimePumpIo,PrimePumpIo,-1,[f],None,False,False,FALSE,False,False,multi sampler options,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.MultiSampler.CleanPumpIo,CleanPumpIo,-1,[f],None,False,False,FALSE,False,False,multi sampler options,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.MultiSampler.BackFlushDuringClean,BackFlushDuringClean,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,multi sampler options,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.MultiSampler.Configured,Configured,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,multi sampler options,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.hasVref,hasVref,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,"Old options, not used anymore.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.sampleSpeedRatio,sampleSpeedRatio,"0,00793",[t],None,False,False,FALSE,False,False,"Old options, not used anymore.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.triggerlevelConstant,triggerlevelConstant,"0,125",[t],None,False,True,FALSE,False,False,"Used for converting byte values to actual trigger levels for old instruments, ser. < 85.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.triggerlevelOffset,triggerlevelOffset,0,[f],None,False,True,FALSE,False,False,"Used for converting byte values to actual trigger levels for old instruments, ser. < 85.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.release.ReleaseDate,ReleaseDate,2012-10-08 00:00:00,[d],"[extract_date_utc,extract_time_utc]",False,False,TRUE,False,False,Last change dat of this structure in the datafile.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.CytoUSBVersion,CytoUSBVersion,"CytoUSB Version: Build: 'ReleaseWebsite' , Commit: CytoUsb-v6.3.4.2-0-g5e7fb08dc, User=rob@Tommie, Machine=TOMMIE, ProjectPath=C:\Users\rob\Documents\Git\CytoSoftware\CytoUSB\+5e7fb08dca3fb4fdf659d53ea5a2b24bbf273b46",[t],None,False,False,TRUE,True,False,Should be the version number of CytoUsb.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DebugMode,DebugMode,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,"debugging mode enabled (TRUE/FALSE) - optical debugging, separates FWS L and R",Not used,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableBlower,DisableBlower,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableExternalBlower,DisableExternalBlower,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableSheathPump,DisableSheathPump,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableSamplePump,DisableSamplePump,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,duplicate from previous line?,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableLaser,DisableLaser,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableLaser2,DisableLaser2,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableHighVoltage,DisableHighVoltage,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisablePreAmps,DisablePreAmps,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableCirculationPump,DisableCirculationPump,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableValvePower,DisableValvePower,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableDSP,DisableDSP,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableBypass,DisableBypass,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableExternalPinchValve,DisableExternalPinchValve,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableDeflatePinchValve,DisableDeflatePinchValve,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableBeadsPinchValve,DisableBeadsPinchValve,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ChannelVisualisationMode,ChannelVisualisationMode,1,[f],None,False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableCharger,DisableCharger,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableValvedSamplingChamber,DisableValvedSamplingChamber,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableExternalPump,DisableExternalPump,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableLaserTempSensor,DisableLaserTempSensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisablePMTTempSensor,DisablePMTTempSensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableSystemTempSensor,DisableSystemTempSensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableSheathTempSensor,DisableSheathTempSensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableAbsPressureSensor,DisableAbsPressureSensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableDiffPressureSensor,DisableDiffPressureSensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableExtPressureSensor,DisableExtPressureSensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableFTDISensorBoard,DisableFTDISensorBoard,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableMainPowerSensor,DisableMainPowerSensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableChargerPowerSensor,DisableChargerPowerSensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableBatteryPowerSensor,DisableBatteryPowerSensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableExtBatteryPowerSensor,DisableExtBatteryPowerSensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableEmbeddedPcPowerSensor,DisableEmbeddedPcPowerSensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableLaser1PowerSensor,DisableLaser1PowerSensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableLaser2PowerSensor,DisableLaser2PowerSensor,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableSparePowerSensor,DisableSparePowerSensor,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableAnalogExtBatteryPowerSensor,DisableAnalogExtBatteryPowerSensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableWaterSensor,DisableWaterSensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableLaser1Sensor,DisableLaser1Sensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableLaser2Sensor,DisableLaser2Sensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableSheathFlowSensor,DisableSheathFlowSensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableSheathSpeedSensor,DisableSheathSpeedSensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.DisableParticleRateSensor,DisableParticleRateSensor,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.EnableChargerWhenLaser,EnableChargerWhenLaser,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,peripherals in instrument settings (TRUE/FALSE),nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.EnableStabilitizer,EnableStabilitizer,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Run the watchdog to check that CytoUsb is still running the scheduled measurements.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.EnableAutoStart,EnableAutoStart,FALSE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,Start CytoUsb automatically when the user logs in.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ErrorAction,ErrorAction,1,[f],None,False,False,FALSE,False,False,"If an error happens should CytoUsb ignore it, restart CytoUsb or restart the computer.",nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.LowerTabPage,LowerTabPage,0,[f],None,False,False,FALSE,False,False,Not used.,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.Mode,Mode,0,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.AutoScale,AutoScale,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateOneParticle,RefreshRateOneParticle,50,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateBlock,RefreshRateBlock,100,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.ParticleBuffer,ParticleBuffer,1000,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.NumberOfDrawParticlesInBlockMode,NumberOfDrawParticlesInBlockMode,100,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.Mode,Mode,0,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.AutoScale,AutoScale,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateOneParticle,RefreshRateOneParticle,50,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateBlock,RefreshRateBlock,100,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.ParticleBuffer,ParticleBuffer,1000,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.NumberOfDrawParticlesInBlockMode,NumberOfDrawParticlesInBlockMode,100,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.Mode,Mode,0,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.AutoScale,AutoScale,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateOneParticle,RefreshRateOneParticle,50,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateBlock,RefreshRateBlock,100,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.ParticleBuffer,ParticleBuffer,1000,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.NumberOfDrawParticlesInBlockMode,NumberOfDrawParticlesInBlockMode,100,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.Mode,Mode,0,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.AutoScale,AutoScale,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateOneParticle,RefreshRateOneParticle,50,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateBlock,RefreshRateBlock,100,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.ParticleBuffer,ParticleBuffer,1000,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.NumberOfDrawParticlesInBlockMode,NumberOfDrawParticlesInBlockMode,100,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.Mode,Mode,0,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.AutoScale,AutoScale,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateOneParticle,RefreshRateOneParticle,50,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateBlock,RefreshRateBlock,100,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.ParticleBuffer,ParticleBuffer,1000,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.NumberOfDrawParticlesInBlockMode,NumberOfDrawParticlesInBlockMode,100,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.Mode,Mode,0,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.AutoScale,AutoScale,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateOneParticle,RefreshRateOneParticle,50,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.RefreshRateBlock,RefreshRateBlock,100,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.ParticleBuffer,ParticleBuffer,1000,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.GraphSettings.NumberOfDrawParticlesInBlockMode,NumberOfDrawParticlesInBlockMode,100,[f],None,False,False,FALSE,False,False,graph settings ,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.AutoScale,AutoScale,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.RefreshRate,RefreshRate,300,[f],None,False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.ParticleBuffer,ParticleBuffer,1000,[f],None,False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.DotSize,DotSize,3,[f],None,False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.AutoScale,AutoScale,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.RefreshRate,RefreshRate,300,[f],None,False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.ParticleBuffer,ParticleBuffer,1000,[f],None,False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.DotSize,DotSize,3,[f],None,False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.AutoScale,AutoScale,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.RefreshRate,RefreshRate,300,[f],None,False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.ParticleBuffer,ParticleBuffer,1000,[f],None,False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.DotSize,DotSize,3,[f],None,False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.AutoScale,AutoScale,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.RefreshRate,RefreshRate,300,[f],None,False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.ParticleBuffer,ParticleBuffer,1000,[f],None,False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.DotSize,DotSize,3,[f],None,False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.AutoScale,AutoScale,TRUE,[b],"lambda v: ""true"" if v else ""false""",False,False,FALSE,False,False,scatter settings,nan,,,
instrument.measurementSettings.CytoSettings.CytoSettings.CytoUSBSettings.ScatterSettings.RefreshRate,RefreshRate,300,[f],None,False,False,FALSE,False,False,scatter settings,nan,,,
